project,detector,file,function,info,found_in_audit
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0..3]:lt[5].in:out[5],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0..3]:lt[8].in:out[8],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0..7]:lt[13].in:out[13],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0..7]:lt[16].in:out[16],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[10].in:out[10],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[11].in:out[11],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[12].in:out[12],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[13].in:out[13],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[14].in:out[14],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[15].in:out[15],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[17].in:out[17],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[1].in:out[1],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[2].in:out[2],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[3].in:out[3],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[4].in:out[4],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[5].in:out[5],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[6].in:out[6],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[7].in:out[7],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[8].in:out[8],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[9].in:out[9],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..10]:lt[10].in:out[10],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..112]:lt[16].in:out[16],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..11]:lt[11].in:out[11],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..12]:lt[12].in:out[12],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..13]:lt[13].in:out[13],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..14]:lt[14].in:out[14],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..15]:lt[15].in:out[15],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..15]:lt[5].in:out[5],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..17]:lt[17].in:out[17],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..190]:lt[19].in:out[19],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..24]:lt[8].in:out[8],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..2]:lt[2].in:out[2],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..3]:lt[3].in:out[3],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..4]:lt[4].in:out[4],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..5]:lt[5].in:out[5],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..6]:lt[6].in:out[6],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..7]:lt[7].in:out[7],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..8]:lt[8].in:out[8],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..91]:lt[13].in:out[13],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..9]:lt[9].in:out[9],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0]:lt[1].in:out[1],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..10]:lt[10].in:out[10],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..11]:lt[11].in:out[11],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..12]:lt[12].in:out[12],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..13]:lt[13].in:out[13],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..14]:lt[14].in:out[14],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..15]:lt[15].in:out[15],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..16]:lt[16].in:out[16],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..17]:lt[17].in:out[17],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..19]:lt[19].in:out[19],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..2]:lt[2].in:out[2],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..3]:lt[3].in:out[3],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..4]:lt[4].in:out[4],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..5]:lt[5].in:out[5],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..6]:lt[6].in:out[6],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..7]:lt[7].in:out[7],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..8]:lt[8].in:out[8],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..9]:lt[9].in:out[9],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0]:lt[1].in:out[1],Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,lt.circom,LessThanBounded,in[0..2]:out,Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,lt.circom,LessThanPower,in:out,Yes
zksolid-paper/benchmarks/ed25519-099d19c/verify,wit-constr-diff,pointcompress.circom,PointCompress,mod_x.out[0]:out[255],Yes
zksolid-paper/benchmarks/hermez-network-9a696e3-fixed/test-fee-accumulator,uc-subcmp-outputs,fee-accumulator.circom,FeeAccumulator,chain[15].isSelectedOut,Yes
zksolid-paper/benchmarks/hermez-network-9a696e3-fixed/test-hash-inputs,uc-inputs,shift.circom,ShR,in[0..10],Yes
zksolid-paper/benchmarks/hermez-network-9a696e3-fixed/test-hash-inputs,uc-inputs,shift.circom,ShR,in[0..3],Yes
zksolid-paper/benchmarks/hydra-2010a65/hydra-s1,uc-subcmp-outputs,escalarmulany.circom,EscalarMulAny,segments[1].dbl[0..2],Yes
zksolid-paper/benchmarks/hydra-2010a65/hydra-s1,uc-subcmp-outputs,escalarmulfix.circom,EscalarMulFix,segments[1].dbl[0..2],Yes
zksolid-paper/benchmarks/hydra-2010a65/hydra-s1,zk-divide-by-zero,montgomery.circom,Edwards2Montgomery,in[0..2],Yes
zksolid-paper/benchmarks/hydra-2010a65/hydra-s1,zk-divide-by-zero,montgomery.circom,Montgomery2Edwards,in[0..2],Yes
zksolid-paper/benchmarks/hydra-2010a65/hydra-s1,zk-divide-by-zero,montgomery.circom,MontgomeryAdd,in1[0],Yes
zksolid-paper/benchmarks/hydra-2010a65/hydra-s1,zk-divide-by-zero,montgomery.circom,MontgomeryAdd,in2[0],Yes
zksolid-paper/benchmarks/hydra-2010a65/hydra-s1,zk-divide-by-zero,montgomery.circom,MontgomeryDouble,in[1],Yes
zksolid-paper/benchmarks/hydra-2010a65/verify-hydra-commitment,uc-subcmp-outputs,escalarmulany.circom,EscalarMulAny,segments[1].dbl[0..2],Yes
zksolid-paper/benchmarks/hydra-2010a65/verify-hydra-commitment,uc-subcmp-outputs,escalarmulfix.circom,EscalarMulFix,segments[1].dbl[0..2],Yes
zksolid-paper/benchmarks/hydra-2010a65/verify-hydra-commitment,zk-divide-by-zero,montgomery.circom,Edwards2Montgomery,in[0..2],Yes
zksolid-paper/benchmarks/hydra-2010a65/verify-hydra-commitment,zk-divide-by-zero,montgomery.circom,Montgomery2Edwards,in[0..2],Yes
zksolid-paper/benchmarks/hydra-2010a65/verify-hydra-commitment,zk-divide-by-zero,montgomery.circom,MontgomeryAdd,in1[0],Yes
zksolid-paper/benchmarks/hydra-2010a65/verify-hydra-commitment,zk-divide-by-zero,montgomery.circom,MontgomeryAdd,in2[0],Yes
zksolid-paper/benchmarks/hydra-2010a65/verify-hydra-commitment,zk-divide-by-zero,montgomery.circom,MontgomeryDouble,in[1],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_getClaimExpiration,uc-inputs,claimUtils.circom,getClaimExpiration,claim[0..4],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_getClaimExpiration,uc-inputs,claimUtils.circom,getClaimExpiration,claim[5..8],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_getClaimSubjectOtherIden,uc-inputs,claimUtils.circom,getClaimHeader,claim[1..8],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_getClaimSubjectOtherIden,uc-inputs,claimUtils.circom,getSubjectLocation,claimFlags[3..32],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_getClaimSubjectOtherIden,uc-subcmp-outputs,claimUtils.circom,getClaimSubjectOtherIden,header.claimType,Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_getSubjectLocation,uc-inputs,claimUtils.circom,getSubjectLocation,claimFlags[3..32],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_isExpirable,uc-inputs,claimUtils.circom,isExpirable,claimFlags[0..3],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_isExpirable,uc-inputs,claimUtils.circom,isExpirable,claimFlags[4..32],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_isUpdatable,uc-inputs,claimUtils.circom,isUpdatable,claimFlags[0..4],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_isUpdatable,uc-inputs,claimUtils.circom,isUpdatable,claimFlags[5..32],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyClaimSignature,uc-subcmp-outputs,claimUtils.circom,verifyClaimSignature,hash.hi,Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyClaimSignature,uc-subcmp-outputs,claimUtils.circom,verifyClaimSignature,hash.hv,Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyClaimSignature,uc-subcmp-outputs,escalarmulany.circom,EscalarMulAny,segments[1].dbl[0..2],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyClaimSignature,uc-subcmp-outputs,escalarmulfix.circom,EscalarMulFix,segments[1].dbl[0..2],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyClaimSignature,zk-divide-by-zero,montgomery.circom,Edwards2Montgomery,in[0..2],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyClaimSignature,zk-divide-by-zero,montgomery.circom,Montgomery2Edwards,in[0..2],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyClaimSignature,zk-divide-by-zero,montgomery.circom,MontgomeryAdd,in1[0],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyClaimSignature,zk-divide-by-zero,montgomery.circom,MontgomeryAdd,in2[0],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyClaimSignature,zk-divide-by-zero,montgomery.circom,MontgomeryDouble,in[1],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyCredentialSubject,uc-inputs,claimUtils.circom,getClaimHeader,claim[1..8],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyCredentialSubject,uc-inputs,claimUtils.circom,getSubjectLocation,claimFlags[3..32],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyCredentialSubject,uc-subcmp-outputs,claimUtils.circom,getClaimSubjectOtherIden,header.claimType,Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyCredentialSubject,uc-subcmp-outputs,claimUtils.circom,verifyCredentialSubject,header.claimFlags[0..32],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyCredentialSubject,uc-subcmp-outputs,claimUtils.circom,verifyCredentialSubject,header.claimType,Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyExpirationTime,uc-inputs,claimUtils.circom,getClaimExpiration,claim[0..4],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyExpirationTime,uc-inputs,claimUtils.circom,getClaimExpiration,claim[5..8],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyExpirationTime,uc-inputs,claimUtils.circom,getClaimHeader,claim[1..8],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyExpirationTime,uc-subcmp-outputs,claimUtils.circom,verifyExpirationTime,header.claimFlags[0..3],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyExpirationTime,uc-subcmp-outputs,claimUtils.circom,verifyExpirationTime,header.claimFlags[4..32],Yes
zksolid-paper/benchmarks/iden3-core-56a08f9/utils_verifyExpirationTime,uc-subcmp-outputs,claimUtils.circom,verifyExpirationTime,header.claimType,Yes
zksolid-paper/benchmarks/internal/ArrayXOR@telepathy@n=4,uc-outputs,ArrayXOR@telepathy@n=4.circom,ArrayXOR,out[0..4],Yes
zksolid-paper/benchmarks/internal/ArrayXOR@telepathy@n=4,wit-constr-diff,ArrayXOR@telepathy@n=4.circom,ArrayXOR,a[0..4]:out[0..4],Yes
zksolid-paper/benchmarks/internal/ArrayXOR@telepathy@n=4,wit-constr-diff,ArrayXOR@telepathy@n=4.circom,ArrayXOR,b[0..4]:out[0..4],Yes
zksolid-paper/benchmarks/internal/Rotate@telepathy,uc-inputs,rotate.circom,Rotate,aggregatePubkeyBigInt[7..14],Yes
zksolid-paper/benchmarks/internal/Rotate@telepathy,uc-inputs,shift.circom,ShR,in[0..10],Yes
zksolid-paper/benchmarks/internal/Rotate@telepathy,uc-inputs,shift.circom,ShR,in[0..3],Yes
zksolid-paper/benchmarks/internal/Rotate@telepathy,uc-inputs,ssz.circom,SSZRestoreMerkleRoot,value[0..64],Yes
zksolid-paper/benchmarks/internal/SSZLayer@telepathy@numBytes=2,uc-inputs,ssz.circom,SSZLayer,in[0..2],Yes
zksolid-paper/benchmarks/internal/SSZLayer@telepathy@numBytes=2,uc-inputs,ssz.circom,SSZLayer,out[0],Yes
zksolid-paper/benchmarks/internal/SSZLayer@telepathy@numBytes=2,uc-outputs,ssz.circom,SSZLayer,out[0],Yes
zksolid-paper/benchmarks/internal/SSZLayer@telepathy@numBytes=64,uc-inputs,shift.circom,ShR,in[0..10],Yes
zksolid-paper/benchmarks/internal/SSZLayer@telepathy@numBytes=64,uc-inputs,shift.circom,ShR,in[0..3],Yes
zksolid-paper/benchmarks/internal/SSZRestoreMerkleRoot@telepathy@depth=2@index=2,uc-inputs,shift.circom,ShR,in[0..10],Yes
zksolid-paper/benchmarks/internal/SSZRestoreMerkleRoot@telepathy@depth=2@index=2,uc-inputs,shift.circom,ShR,in[0..3],Yes
zksolid-paper/benchmarks/internal/SSZRestoreMerkleRoot@telepathy@depth=2@index=2,uc-inputs,ssz.circom,SSZRestoreMerkleRoot,value[0..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..19],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..20],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..21],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..23],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..25],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..28],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..2],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..36],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..37],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..39],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..3],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..43],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..44],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..46],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..49],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..50],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..54],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..56],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..58],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..61],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..62],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..63],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..8],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,shift.circom,ShR,in[0..9],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[19..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[2..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[20..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[21..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[23..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[25..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[28..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[3..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[36..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[37..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[39..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[43..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[44..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[46..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[49..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[50..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[54..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[56..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[58..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[61..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[62..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[63],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[8..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound0_test,uc-inputs,utils.circom,ShL,in[9..64],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..19],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..20],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..21],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..23],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..25],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..28],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..2],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..36],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..37],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..39],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..3],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..43],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..44],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..46],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..49],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..50],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..54],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..56],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..58],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..61],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..62],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..63],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..8],Yes
zksolid-paper/benchmarks/keccak256-circom-af3e898/keccakfRound20_test,uc-inputs,shift.circom,ShR,in[0..9],Yes
